Sum of Budget($),country,Year,Quarter,Month,Day,Genre,orig_lang,Sum of Revenue($),Sum of score,Title
1400010,JP,2001,Qtr 4,December,22,"Action, Crime, Horror", Japanese,80631,70,Ichi the Killer
60000000,JP,2002,Qtr 1,January,19,"Drama, Horror, Mystery, Thriller", Japanese,49473093,68,Dark Water
28104639.8,JP,2002,Qtr 1,March,2,"Action, Animation, Adventure", Japanese,13107237,68,One Piece: Chopper's Kingdom on the Island of Strange Animals
57400000,JP,2002,Qtr 1,March,9,animation, Japanese,264065915,68,Doraemon: Nobita and the Robot Kingdom
166000000,JP,2002,Qtr 2,April,20,"Animation, Adventure, Mystery", Japanese,459843093,76,Detective Conan: The Phantom of Baker Street
51117129,JP,2002,Qtr 3,July,13,"Animation, Adventure, Action, Fantasy", Japanese,20867919,66,Pokémon Heroes
39055487.8,JP,2002,Qtr 3,September,14,"Animation, Drama, Romance", Japanese,37641,78,Millennium Actress
8500000,JP,2002,Qtr 4,November,2,"Action, Science Fiction", Japanese,16000000,74,Godzilla Against MechaGodzilla
142000000,JP,2002,Qtr 4,December,22,"Action, Animation, Adventure, Fantasy", Japanese,976096790,77,Inuyasha the Movie 2: The Castle Beyond the Looking Glass
3500000,JP,2003,Qtr 1,January,25,horror, Japanese,3657876,67,Ju-on: The Grudge
75397939.2,JP,2003,Qtr 1,March,1,"Action, Animation, Adventure", Japanese,14817006,70,One Piece: Dead End Adventure
67400000,JP,2003,Qtr 1,March,8,"Animation, Fantasy", Japanese,498339542,74,Doraemon: Nobita and the Windmasters
97000000,JP,2003,Qtr 2,April,19,"Mystery, Animation", Japanese,415271130,70,Detective Conan: Crossroad in the Ancient Capital
111600000,JP,2003,Qtr 2,June,25,"Animation, Action, Comedy", Japanese,758528172,67,Fighting Spirit: Champion Road
8391625.8,JP,2003,Qtr 3,July,19,"Family, Action, Animation, Adventure, Fantasy, Science Fiction", Japanese,334000000,66,Pokémon: Jirachi - Wish Maker
20000000,JP,2003,Qtr 3,August,23,"Horror, Thriller", Japanese,70700000,63,Ju-on: The Grudge 2
106400000,JP,2003,Qtr 3,September,5,"Animation, Comedy, Drama, Action", Japanese,725444810,60,Fighting Spirit - Mashiba vs. Kimura
20000000,JP,2003,Qtr 4,November,3,"Horror, Mystery", Japanese,44513466,61,One Missed Call
98500000,JP,2003,Qtr 4,December,20,"Animation, Action, Adventure", Japanese,479882220,72,Naruto: The Lost Story - Mission: Protect the Waterfall Village!
115200000,JP,2003,Qtr 4,December,20,"Animation, Fantasy, Adventure", Japanese,596365974,78,Inuyasha the Movie 3: Swords of an Honorable Ruler
63200000,JP,2003,Qtr 4,December,29,"Animation, Drama, Comedy", Japanese,385152857,79,Tokyo Godfathers
115200000,JP,2004,Qtr 1,February,14,"Animation, Fantasy", Japanese,374432347,76,Saint Seiya Heaven Chapter: Overture
37167905,JP,2004,Qtr 1,March,6,"Animation, Adventure, Action", Japanese,13422333,70,One Piece: Curse of the Sacred Sword
94400000,JP,2004,Qtr 2,April,17,"Animation, Mystery", Japanese,499328884,69,Detective Conan: Magician of the Silver Sky
110000000,JP,2004,Qtr 2,June,25,comedy, Japanese,271669046,63,The Japanese Wife Next Door: Part 2
66160000,JP,2004,Qtr 3,July,22,"Family, Adventure, Animation, Fantasy", Japanese,34300000,66,Pokémon: Destiny Deoxys
172000000,JP,2004,Qtr 3,August,7,drama, Japanese,682835309,80,Nobody Knows
120497600,JP,2004,Qtr 3,August,21,"Action, Animation, Comedy", Japanese,506565760,72,Hidden Leaf Village Grand Sports Festival!
7101535.2,JP,2004,Qtr 3,August,21,"Comedy, Action, Animation, Adventure", Japanese,17400000,73,Naruto the Movie: Ninja Clash in the Land of Snow
142600000,JP,2004,Qtr 4,November,20,"Animation, Adventure, Drama, Romance, Science Fiction", Japanese,426613742,66,The Place Promised in Our Early Days
19500000,JP,2004,Qtr 4,December,4,"Action, Adventure, Science Fiction, Fantasy, Thriller", Japanese,12000000,70,Godzilla: Final Wars
129400000,JP,2004,Qtr 4,December,23,"Fantasy, Animation, Adventure", Japanese,744554223,76,Inuyasha the Movie 4: Fire on the Mystic Island
25745000,JP,2005,Qtr 1,March,5,"Action, Animation, Comedy", Japanese,10494545,73,One Piece: Baron Omatsuri and the Secret Island
80000000,JP,2005,Qtr 1,March,12,action, Japanese,380935823,65,Azumi 2: Death or Love
178400000,JP,2005,Qtr 2,May,14,"Drama, Thriller, Romance", Japanese,465590537,62,Flower & Snake II
56900000,JP,2005,Qtr 3,August,6,"Animation, Adventure, Fantasy", Japanese,10200000,66,Naruto the Movie: Legend of the Stone of Gelel
77000000,JP,2005,Qtr 3,August,19,"Animation, Comedy, Drama, Mystery, Fantasy", Japanese,466288976,64,xxxHOLiC The Movie: A Midsummer Night's Dream
2000000,JP,2005,Qtr 3,August,20,"Horror, Mystery, Thriller", Japanese,257720413,69,Noroi: The Curse
101400000,JP,2005,Qtr 4,November,1,drama, Japanese,569937260,78,Grave of the Fireflies
61900000,JP,2006,Qtr 1,March,4,"Action, Animation, Comedy, Fantasy, Science Fiction", Japanese,7232965,70,One Piece: Giant Mecha Soldier of Karakuri Castle
117600000,JP,2006,Qtr 1,March,4,"Animation, Adventure, Family", Japanese,773393740,74,Doraemon: Nobita's Dinosaur
109144000,JP,2006,Qtr 1,March,11,"Animation, Action", Japanese,305481707,67,Fist of the North Star: Legend of Raoh - Chapter of Death in Love
133000000,JP,2006,Qtr 2,April,15,"Animation, Mystery", Japanese,276232143,71,Detective Conan: The Private Eyes' Requiem
108600000,JP,2006,Qtr 2,April,15,"Comedy, Animation", Japanese,454330439,71,Crayon Shin-chan: The Legend Called: Dance! Amigo!
42320000,JP,2006,Qtr 3,July,15,"Family, Animation, Action, Adventure, Fantasy, Science Fiction", Japanese,26900000,65,Pokémon Ranger and the Temple of the Sea
25634800,JP,2006,Qtr 3,August,5,"Adventure, Animation, Action", Japanese,3224000,71,Naruto the Movie: Guardians of the Crescent Moon Kingdom
4200000,JP,2006,Qtr 4,October,21,"Animation, Crime, Thriller", Japanese,73119058,74,Tekkonkinkreet
38061149.2,JP,2006,Qtr 4,October,21,"Animation, Mystery, Science Fiction, Thriller", Japanese,946590,78,Paprika
102400000,JP,2006,Qtr 4,October,30,"Drama, Romance, Thriller", Japanese,385654388,67,"Man, Woman & the Wall"
73220050,JP,2006,Qtr 4,December,16,"Fantasy, Animation, Science Fiction", Japanese,1238072,69,Bleach the Movie: Memories of Nobody
47270000,JP,2007,Qtr 1,January,25,drama, Japanese,329856761,35,Hellhole: Inmate 611
60804639.8,JP,2007,Qtr 1,March,3,"Action, Adventure, Comedy, Drama, Animation", Japanese,7090891,68,One Piece: The Desert Princess and the Pirates: Adventure in Alabasta
5000000,JP,2007,Qtr 1,March,3,"Animation, Drama, Family, Romance", Japanese,64812286,73,5 Centimeters per Second
65000000,JP,2007,Qtr 1,March,10,"Family, Adventure, Animation", Japanese,504738420,73,Doraemon: Nobita's New Great Adventure Into the Underworld - The Seven Magic Users
105200000,JP,2007,Qtr 1,March,15,"Action, Fantasy, Horror, Science Fiction", Japanese,753456368,70,Dororo
71000000,JP,2007,Qtr 2,April,21,"Animation, Adventure", Japanese,408419268,66,Detective Conan: Jolly Roger in the Deep Azure
82600000,JP,2007,Qtr 2,April,28,"Action, Animation", Japanese,307390441,65,Fist of the North Star: Legend of Raoh - Chapter of Fierce Fight
33111535.2,JP,2007,Qtr 3,August,4,"Animation, Action, Fantasy", Japanese,10000000,72,Naruto Shippuden the Movie
109200000,JP,2007,Qtr 3,September,29,"Action, Animation, History", Japanese,723094904,76,Sword of the Stranger
85600000,JP,2007,Qtr 4,October,26,action, Japanese,412187196,70,Crows Zero
118800000,JP,2007,Qtr 4,October,31,horror, English,162020273,41,Zombie Wars
107000000,JP,2007,Qtr 4,December,22,"Action, Adventure, Animation", Japanese,555345100,67,Bleach the Movie: The DiamondDust Rebellion
34420939.2,JP,2008,Qtr 1,March,1,"Action, Animation, Adventure, Comedy", Japanese,8654110,71,"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom"
159940523.8,JP,2008,Qtr 2,April,19,"Animation, Action, Crime, Mystery", Japanese,544794087,70,Detective Conan: Full Score of Fear
89200000,JP,2008,Qtr 2,April,25,drama, Japanese,450005003,46,Tokyo Train Girls 3: The Sensuous Nurse
64000000,JP,2008,Qtr 3,July,5,"Drama, War", Japanese,215463947,74,Tombstone of the Fireflies
66600000,JP,2008,Qtr 3,July,12,"Action, Animation, Science Fiction", Japanese,439119921,74,Ghost in the Shell 2.0
56700000,JP,2008,Qtr 3,July,19,"Family, Adventure, Animation, Fantasy", Japanese,43300000,68,Pokémon: Giratina and the Sky Warrior
24070000,JP,2008,Qtr 3,August,2,"Fantasy, Animation, Action", Japanese,10600000,73,Naruto Shippuden the Movie: Bonds
1715000,JP,2008,Qtr 3,September,6,"Action, Comedy, Animation", Japanese,1880000,76,Gurren Lagann the Movie: Childhood's End
165000000,JP,2008,Qtr 3,September,21,"Animation, Action, Adventure, Science Fiction", Japanese,600004822,62,Dragon Ball: Yo! Son Goku and His Friends Return!!
27969400,JP,2008,Qtr 4,December,13,"Action, Animation, Fantasy, Drama", Japanese,6032296,71,Bleach the Movie: Fade to Black
101800000,JP,2009,Qtr 1,January,23,drama, Japanese,821985126,40,Shinnin Onna Kyoshi
118008009.2,JP,2009,Qtr 1,March,27,"Drama, Romance", Japanese,452180857,57,The Temptation of Kimono
57600000,JP,2009,Qtr 2,April,11,"Action, Thriller", Japanese,763439178,73,Crows Zero II
69600000,JP,2009,Qtr 2,April,18,"Animation, Crime, Mystery, Thriller", Japanese,471065725,73,Detective Conan: The Raven Chaser
136000000,JP,2009,Qtr 2,April,25,"Action, Science Fiction, Animation, Adventure", Japanese,719009391,80,Gurren Lagann the Movie: The Lights in the Sky Are Stars
26080000,JP,2009,Qtr 3,August,1,"Action, Adventure, Comedy, Drama, Fantasy, Animation", Japanese,8084148,72,Naruto Shippuden the Movie: The Will of Fire
108000000,JP,2009,Qtr 4,October,24,"Drama, Comedy, Romance", Japanese,715993427,74,I Give My First Love to You
18706460,JP,2009,Qtr 4,December,12,"Animation, Fantasy, Adventure", Japanese,53000000,75,One Piece: Strong World
2017928,JP,2010,Qtr 1,January,23,"Animation, Fantasy", Japanese,113478018,60,Yu-Gi-Oh!: Bonds Beyond Time
123000000,JP,2010,Qtr 1,February,5,"Comedy, Science Fiction, Mystery, Animation, Drama", Japanese,709727103,77,The Disappearance of Haruhi Suzumiya
27642400,JP,2010,Qtr 1,March,6,"Adventure, Family, Animation", Japanese,83686340,71,Doraemon: Nobita's Great Battle of the Mermaid King
124000000,JP,2010,Qtr 2,April,17,"Animation, Comedy, Family", Japanese,752364323,81,Crayon Shin-chan: Super-Dimension! The Storm Called My Bride
133000000,JP,2010,Qtr 2,April,22,"Action, Animation, Science Fiction, Adventure", Japanese,550895177,75,Trigun: Badlands Rumble
158000000,JP,2010,Qtr 2,April,24,"Action, Animation, Comedy", Japanese,582632450,73,One Piece: Strong World Episode 0
102800000,JP,2010,Qtr 2,May,1,"Fantasy, Animation, Science Fiction", Japanese,448180575,66,King of Thorn
89600000,JP,2010,Qtr 2,May,15,"Action, Horror, Comedy", Japanese,318056302,51,Big Tits Zombie
168000000,JP,2010,Qtr 2,June,5,"Drama, Thriller, Mystery", Japanese,797883710,76,Confessions
106631600,JP,2010,Qtr 3,July,10,"Family, Animation, Adventure, Fantasy", Japanese,519283622,68,Pokémon: Zoroark - Master of Illusions
30620000,JP,2010,Qtr 3,July,31,"Adventure, Action, Animation", Japanese,8500000,70,Naruto Shippuden the Movie: The Lost Tower
119800000,JP,2010,Qtr 3,August,13,"Thriller, Drama", Japanese,864400678,43,Siren XXX: Magical Pleasure
124000000,JP,2010,Qtr 3,August,21,"Animation, Drama, Family", Japanese,417412529,73,Colorful
119100000,JP,2010,Qtr 3,August,28,"Drama, Romance, Thriller", Japanese,298947444,59,Flower & Snake 3
143000000,JP,2010,Qtr 4,November,11,"Action, Animation, Adventure", Japanese,536922532,72,Dragon Ball Z: Plan to Eradicate the Super Saiyans
1350000,JP,2010,Qtr 4,November,20,"Horror, Thriller", Japanese,4160000,60,Paranormal Activity: Tokyo Night
3865000,JP,2010,Qtr 4,December,4,"Action, Animation, Fantasy, Adventure", Japanese,8749681,75,Bleach the Movie: Hell Verse
83800000,JP,2010,Qtr 4,December,23,"Fantasy, Animation", Japanese,723604087,76,Inazuma Eleven: The Movie
109700000,JP,2011,Qtr 1,January,21,"Drama, Thriller, Horror, Mystery", Japanese,351533957,70,Guilty of Romance
138400000,JP,2011,Qtr 1,March,5,"Animation, Adventure, Family, Science Fiction", Japanese,649122426,73,Doraemon: Nobita and the New Steel Troops: Winged Angels
128000000,JP,2011,Qtr 1,March,19,"Animation, Adventure", Japanese,195073160,68,One Piece 3D: Straw Hat Chase
159940523.8,JP,2011,Qtr 2,April,16,"Animation, Action, Crime, Mystery", Japanese,544794087,70,Detective Conan: Quarter of Silence
149000000,JP,2011,Qtr 2,April,22,"Action, Science Fiction, Mystery", Japanese,461645888,71,Another Gantz
164000000,JP,2011,Qtr 2,May,7,"Animation, Adventure, Drama, Fantasy, Romance", Japanese,436456075,72,Children Who Chase Lost Voices
110800000,JP,2011,Qtr 2,May,28,"Adventure, Animation, Drama, History", Japanese,657423428,75,Buddha: The Great Departure
109144000,JP,2011,Qtr 3,July,30,"Animation, Action", Japanese,305481707,67,Chunin Exam on Fire! and Naruto vs. Konohamaru!
1545000,JP,2011,Qtr 3,July,30,"Thriller, Animation, Action, Comedy, Horror, Mystery", Japanese,9100000,73,Naruto Shippuden the Movie: Blood Prison
12001040,JP,2011,Qtr 3,August,11,comedy, Japanese,38139010,20,Gokuraku sentô: Kyonyû yumomi
172000000,JP,2011,Qtr 3,September,3,"Action, Animation, Science Fiction", Japanese,505864462,68,TEKKEN: Blood Vengeance
96400000,JP,2011,Qtr 4,December,3,"Animation, Family, Adventure, Comedy, Music", Japanese,580287053,80,K-ON! The Movie
154000000,JP,2011,Qtr 4,December,17,"Action, Animation, Science Fiction", Japanese,749502771,69,Dragon Ball: Episode of Bardock
113400000,JP,2012,Qtr 1,February,3,"Action, Adventure, Fantasy, Animation", Japanese,611894287,74,Berserk: The Golden Age Arc I - The Egg of the King
123600000,JP,2012,Qtr 1,February,23,animation, Japanese,590203752,73,Naruto Shippuden: OVA Hashirama Senju vs Madara Uchiha
109000000,JP,2012,Qtr 1,February,25,"Comedy, Horror", Japanese,863034975,48,Zombie Ass: Toilet of the Dead
130600000,JP,2012,Qtr 1,February,26,"Comedy, Horror", Japanese,402321620,62,Rape Zombie: Lust of the Dead
82095400,JP,2012,Qtr 1,March,3,"Family, Animation, Adventure", Japanese,501240695,70,Doraemon: Nobita and the Island of Miracles - Animal Adventure
149000000,JP,2012,Qtr 2,April,14,"Mystery, Action, Animation", Japanese,504700276,69,Detective Conan: The Eleventh Striker
13122000,JP,2012,Qtr 2,April,21,"Comedy, Fantasy, Animation, Drama, Family", Japanese,6748712,74,A Letter to Momo
126000000,JP,2012,Qtr 2,June,23,"Action, Adventure, Drama, Fantasy, Animation", Japanese,596470113,75,Berserk: The Golden Age Arc II - The Battle for Doldrey
122700000,JP,2012,Qtr 2,June,23,"Animation, Comedy", Japanese,217486131,75,See Me After Class
44304333.2,JP,2012,Qtr 3,July,28,"Animation, Fantasy, Action", Japanese,17900000,76,Road to Ninja: Naruto the Movie
122400000,JP,2012,Qtr 3,August,18,"Animation, Action, Adventure, Comedy, Fantasy", Japanese,846214013,73,Fairy Tail: Phoenix Priestess
25964965.4,JP,2012,Qtr 3,August,25,"Adventure, Action, Drama, History", Japanese,61700000,76,Rurouni Kenshin Part I: Origins
130200000,JP,2012,Qtr 3,September,29,"Animation, Drama, History, Horror", Japanese,563061317,72,Asura
104698000,JP,2012,Qtr 4,November,3,"Drama, Romance, Comedy", Japanese,531865785,57,Be My Slave
209000000,JP,2012,Qtr 4,December,1,"Action, Adventure, Animation, Science Fiction", Japanese,815350721,80,Inazuma Eleven Go vs. Danball Senki W
91380000,JP,2012,Qtr 4,December,15,"Action, Animation, Adventure, Comedy, Drama", Japanese,233325358,68,One Piece: Episode of Luffy - Hand Island Adventure
128000000,JP,2012,Qtr 4,December,28,"Animation, Fantasy, Mystery, Horror, Action", Japanese,462588501,73,Blue Exorcist: The Movie
29060000,JP,2013,Qtr 1,January,12,"Animation, Adventure, Fantasy, Action", Japanese,12705094,72,Hunter x Hunter: Phantom Rouge
91700000,JP,2013,Qtr 1,March,23,"Horror, Comedy", Japanese,615402938,46,Rape Zombie: Lust of the Dead 2
147000000,JP,2013,Qtr 1,March,23,"Horror, Comedy", Japanese,595373443,58,Rape Zombie: Lust of the Dead 3
16730000,JP,2013,Qtr 2,April,13,"Action, Comedy", Japanese,779893,63,HK: Forbidden Super Hero
99000000,JP,2013,Qtr 2,April,19,"Action, Animation, Drama", Japanese,865571278,66,Detective Conan: Private Eye in the Distant Sea
23150365.4,JP,2013,Qtr 2,April,20,"Science Fiction, Animation, Drama", Japanese,4843719,76,Steins;Gate: The Movie - Load Region of Déjà Vu
167540000,JP,2013,Qtr 2,June,11,"", Japanese,175269999,0,Inkô fechi: Hentai uneri shiri
99060000,JP,2013,Qtr 3,July,4,"Action, Comedy, Science Fiction, Animation", Japanese,749472009,81,Gintama: The Movie: The Final Chapter: Be Forever Yorozuya
71200000,JP,2013,Qtr 3,July,13,"Action, Adventure, Animation, Family", Japanese,32300000,66,Pokémon the Movie: Genesect and the Legend Awakened
127000000,JP,2013,Qtr 3,August,24,"Action, Animation, Drama, Romance", Japanese,463206591,61,Hakuouki: Wild Dance of Kyoto
57400000,JP,2013,Qtr 3,August,31,"Animation, Drama", Japanese,571483832,75,anohana: The Flower We Saw That Day - The Movie
103600000,JP,2013,Qtr 3,September,14,"Comedy, Animation, Drama, Romance", Japanese,573527926,72,"Love, Chunibyo & Other Delusions! Rikka Version"
56300000,JP,2013,Qtr 3,September,16,"Animation, Science Fiction", Japanese,336786306,74,The Garden of Sinners: Future Gospel
83000000,JP,2013,Qtr 3,September,21,"Thriller, Drama, Romance, Mystery, Horror", Japanese,573531148,59,Sweet Whip
135600000,JP,2013,Qtr 4,November,9,"Animation, Adventure, Drama, Fantasy, Science Fiction", Japanese,703696698,73,Patema Inverted
141280000,JP,2013,Qtr 4,November,23,"Animation, Action, Fantasy", Japanese,608857282,65,Bayonetta: Bloody Fate
139800000,JP,2013,Qtr 4,November,23,"Animation, Action, Fantasy", Japanese,308258521,71,Persona 3 the Movie: #1 Spring of Birth
96400000,JP,2013,Qtr 4,November,29,"Action, Animation, Science Fiction, Thriller", Japanese,588592431,72,Ghost in the Shell Arise - Border 2: Ghost Whispers
85540000,JP,2013,Qtr 4,December,7,"Animation, Action, Thriller", Japanese,473090744,69,Lupin the Third vs. Detective Conan: The Movie
74600000,JP,2013,Qtr 4,December,27,"Adventure, Animation, Action, Fantasy", Japanese,7449778,69,Hunter x Hunter: The Last Mission
89000000,JP,2013,Qtr 4,December,31,"Animation, Fantasy, Adventure", Japanese,407893233,67,Sword Art Online: Extra Edition
193400000,JP,2014,Qtr 1,February,8,"Animation, Drama, History", Japanese,239293565,76,Buddha 2: The Endless Journey
124000000,JP,2014,Qtr 1,February,25,animation, Japanese,239651951,64,Cross Road
57400000,JP,2014,Qtr 1,March,1,"Animation, Drama", Japanese,571483832,75,Harmonie
