Sum of budget,country,genre,language,Year,Quarter,Month,Day,Sum of revenue,Sum of score,title
74000000,US,"Family, Adventure, Comedy, Fantasy, Animation", English,2015,Qtr 1,January,28,311013181,60,The SpongeBob Movie: Sponge Out of Water
202000000,US,"Family, Adventure, Drama", English,1994,Qtr 4,December,23,997878777,120,The Jungle Book
31000000,US,"Family, Adventure, Drama", English,1995,Qtr 3,July,19,30000000,59,Free Willy 2: The Adventure Home
113800000,US,"Family, Adventure, Drama", English,2023,Qtr 1,January,13,283576013.8,63,Dog Gone
161600000,US,"Family, Adventure, Fantasy, Romance, Drama", English,2018,Qtr 3,August,17,704464322.4,50,The Little Mermaid
79000000,US,"Family, Animation", English,2000,Qtr 4,November,7,601957369,68,Joseph: King of Dreams
150000000,US,"Family, Animation", English,2003,Qtr 1,February,15,408174438.2,59,Ben Hur
101500000,US,"Family, Animation", English,2009,Qtr 4,November,16,635622084.2,65,Merry Madagascar
139000000,US,"Family, Animation", English,2010,Qtr 3,September,14,306818621.4,72,Barbie: A Fashion Fairytale
139000000,US,"Family, Animation", English,2012,Qtr 3,September,30,306818621.4,72,Barbie: The Princess & The Popstar
108000000,US,"Family, Animation", English,2014,Qtr 1,February,15,533517647.6,69,Barbie: The Pearl Princess
99800000,US,"Family, Animation", English,2015,Qtr 4,November,16,668859534,66,LEGO Marvel Super Heroes: Avengers Reassembled!
105640000,US,"Family, Animation", English,2016,Qtr 1,February,12,909434313,77,Monster High: Great Scarrier Reef
108000000,US,"Family, Animation", English,2016,Qtr 4,October,4,533517647.6,69,Barbie & Her Sisters in a Puppy Chase
132171600,US,"Family, Animation", English,2017,Qtr 1,March,27,884020573.6,71,Monster High: Electrified
15541000,US,"Family, Animation", English,2020,Qtr 4,October,29,38139010,30,The Monster at the End of This Story
134400000,US,"Family, Animation", English,2022,Qtr 3,August,12,716009340.2,73,Snoopy Presents: Lucy's School
134400000,US,"Family, Animation", English,2023,Qtr 1,March,16,716009340.2,73,Barbie: Skipper and the Big Babysitting Adventure
178000000,US,"Family, Animation, Action, Science Fiction", English,2014,Qtr 1,January,21,437664915.2,67,JLA Adventures: Trapped in Time
31000000,US,"Family, Animation, Adventure", English,1995,Qtr 4,December,22,11348324,73,Balto
112800000,US,"Family, Animation, Adventure", English,2000,Qtr 1,February,15,520553499.6,63,An American Tail: The Treasure of Manhattan Island
112800000,US,"Family, Animation, Adventure", English,2002,Qtr 1,February,19,520553499.6,63,Balto II: Wolf Quest
82095400,US,"Family, Animation, Adventure", English,2014,Qtr 3,August,2,501240695.4,70,SlugTerra: Return of the Elementals
139400000,US,"Family, Animation, Adventure", English,2015,Qtr 4,October,27,555808781.6,73,Barbie & Her Sisters in the Great Puppy Adventure
30000000,US,"Family, Animation, Adventure, Comedy", English,2000,Qtr 4,November,17,103291131,66,Rugrats in Paris: The Movie
35770488,US,"Family, Animation, Adventure, Comedy", English,2010,Qtr 3,August,24,347988775,66,Tom and Jerry Meet Sherlock Holmes
180000000,US,"Family, Animation, Adventure, Comedy", English,2017,Qtr 2,June,28,578329243.6,66,Tom and Jerry: Willy Wonka and the Chocolate Factory
600,US,"Family, Animation, Comedy", English,1941,Qtr 2,June,20,216567758.4,67,The Reluctant Dragon
122900000,US,"Family, Animation, Comedy", English,2006,Qtr 3,August,21,587489065,69,Tom and Jerry: Shiver Me Whiskers
91400000,US,"Family, Animation, Comedy", English,2008,Qtr 1,January,1,406352523.8,61,Unstable Fables: 3 Pigs & a Baby
115000000,US,"Family, Animation, Comedy", English,2014,Qtr 3,July,27,217542135.6,57,Tom and Jerry: The Lost Dragon
170800000,US,"Family, Animation, Comedy", English,2016,Qtr 4,October,3,440909536.8,58,LEGO Jurassic World: The Indominus Escape
30000000,US,"Family, Animation, Comedy", English,2017,Qtr 3,July,27,46372519,66,The Son of Bigfoot
139000000,US,"Family, Animation, Comedy", English,2020,Qtr 3,August,14,433413956.4,62,Fearless
123440000,US,"Family, Animation, Comedy, Action, Adventure", English,2005,Qtr 4,October,11,705791389.6,69,Tom and Jerry: The Fast and the Furry
28000000,US,"Family, Animation, Comedy, Adventure", English,1998,Qtr 4,November,20,140894685,62,The Rugrats Movie
149200000,US,"Family, Animation, Comedy, Mystery", English,2012,Qtr 4,October,22,731676563,79,Big Top Scooby-Doo!
94600000,US,"Family, Animation, Comedy, Mystery", English,2015,Qtr 3,July,10,796928361.6,81,Scooby-Doo! and KISS: Rock and Roll Mystery
80154097.6,US,"Family, Animation, Comedy, Science Fiction", English,2021,Qtr 2,May,4,677730589,68,Maggie Simpson in The Force Awakens from Its Nap
124000000,US,"Family, Animation, Comedy, TV Movie", English,2012,Qtr 4,December,6,444922432.8,69,It's a SpongeBob Christmas!
102200000,US,"Family, Animation, Fantasy", English,2011,Qtr 4,October,31,553259177,63,Monster High: Fright On!
30000000,US,"Family, Animation, Fantasy", English,2014,Qtr 1,February,25,203520323.2,61,The Swan Princess: A Royal Family Tale
100940000,US,"Family, Animation, Fantasy", English,2014,Qtr 1,March,25,547499183.2,73,"Monster High: Frights, Camera, Action!"
135800000,US,"Family, Animation, Fantasy, Comedy, Action", English,2002,Qtr 1,March,12,514285091.2,64,Tom and Jerry: The Magic Ring
203000000,US,"Family, Animation, Mystery, Adventure, Comedy, Fantasy, Music", English,2012,Qtr 1,March,13,632965969.8,78,Scooby-Doo! Music of the Vampire
132000000,US,"Family, Animation, Mystery, Comedy", English,2020,Qtr 4,October,6,483699451.4,79,"Happy Halloween, Scooby-Doo!"
121000000,US,"Family, Animation, Romance, Adventure", English,2001,Qtr 1,March,24,404739954.4,64,Lady and the Tramp II: Scamp's Adventure
5000000,US,"Family, Animation, Romance, Fantasy", English,2002,Qtr 1,February,23,119738688.2,61,Cinderella II: Dreams Come True
7000000,US,"Family, Comedy", English,1993,Qtr 2,April,7,34348444,75,The Sandlot
8500000,US,"Family, Comedy", English,1997,Qtr 3,July,25,23700000,60,Good Burger
88400000,US,"Family, Comedy", English,1998,Qtr 3,July,14,350820991.4,54,Dennis the Menace Strikes Again!
6000000,US,"Family, Comedy", English,1998,Qtr 4,November,3,3895290.8,48,Richie Rich's Christmas Wish
85000000,US,"Family, Comedy", English,2000,Qtr 4,November,21,66941559,55,102 Dalmatians
30000000,US,"Family, Comedy", English,2003,Qtr 3,September,19,47902566,72,Secondhand Lions
6,US,"Family, Comedy", English,2004,Qtr 4,October,21,10,71,Chestnut: Hero of Central Park
184740000,US,"Family, Comedy", English,2005,Qtr 2,May,3,715749875,59,The Sandlot 2
5950000,US,"Family, Comedy", English,2007,Qtr 2,April,4,58400000,58,Are We Done Yet?
124600000,US,"Family, Comedy", English,2008,Qtr 4,December,26,404605095.8,52,Beethoven's Big Break
50000000,US,"Family, Comedy", English,2010,Qtr 2,June,4,89895930,53,Marmaduke
99000000,US,"Family, Comedy", English,2020,Qtr 2,April,10,534705883.4,68,The Main Event
160300000,US,"Family, Comedy", English,2022,Qtr 3,September,2,442517578.8,75,Ivy + Bean: Doomed to Dance
66600000,US,"Family, Comedy", English,2022,Qtr 3,September,2,579116472.2,69,Ivy + Bean: The Ghost That Had to Go
138000000,US,"Family, Comedy, Adventure, Action", English,2014,Qtr 4,October,2,869768998.6,59,Beethoven's Treasure Tail
57440000,US,"Family, Comedy, Animation, Adventure", English,2022,Qtr 4,November,15,689333138,69,Tom and Jerry Snowman's Land
125800000,US,"Family, Comedy, Animation, Adventure, Mystery", English,2007,Qtr 3,September,4,738390235.2,76,"Chill Out, Scooby-Doo!"
123000000,US,"Family, Comedy, Animation, Adventure, TV Movie", English,2017,Qtr 4,November,23,945719756.4,77,Hey Arnold! The Jungle Movie
20000000,US,"Family, Comedy, Drama", English,2003,Qtr 3,August,15,44617342,66,Uptown Girls
56700000,US,"Family, Comedy, Drama", English,2022,Qtr 4,November,17,401827894,66,A Christmas Story Christmas
134800000,US,"Family, Comedy, Drama, Mystery", English,2022,Qtr 4,November,24,585808333,67,A Christmas Mystery
88400000,US,"Family, Comedy, Fantasy", English,2021,Qtr 4,October,1,488455456.6,69,Under Wraps
132860000,US,"Family, Comedy, Fantasy, Animation", English,2021,Qtr 2,April,30,330185281.6,71,22 vs. Earth
148800000,US,"Family, Comedy, Fantasy, TV Movie", English,1998,Qtr 3,September,22,948498291.2,48,Addams Family Reunion
86140523.8,US,"Family, Comedy, Fantasy, TV Movie", English,2021,Qtr 4,December,3,565067800.4,68,Christmas ...Again?!
123400000,US,"Family, Comedy, Fantasy, TV Movie", English,2022,Qtr 3,September,25,585545192.2,67,Under Wraps 2
102780000,US,"Family, Comedy, Science Fiction, TV Movie", English,2012,Qtr 4,October,12,465150286.8,63,Girl vs. Monster
122000000,US,"Family, Comedy, TV Movie, Fantasy", English,2013,Qtr 1,March,15,677272491.4,69,The Wizards Return: Alex vs. Alex
127600000,US,"Family, Drama", English,2017,Qtr 4,November,7,683545513.4,70,I Believe
139860000,US,"Family, Drama", English,2020,Qtr 4,October,19,734239056.6,84,Lucy Shimmers And The Prince Of Peace
90400000,US,"Family, Drama", English,2021,Qtr 2,April,2,747870667.2,77,The Girl Who Believes in Miracles
93800000,US,"Family, Drama", English,2021,Qtr 2,May,28,456883743.4,72,The Little Prince(ss)
78800000,US,"Family, Drama", English,2022,Qtr 1,March,17,472878915.2,75,Rescued by Ruby
135400000,US,"Family, Drama, Comedy", English,2022,Qtr 3,August,12,374821369.2,62,13: The Musical
86800000,US,"Family, Fantasy", English,2022,Qtr 4,November,22,284184080,59,Prancer: A Christmas Tale
138400000,US,"Family, Fantasy, Adventure, Animation, Comedy", English,2017,Qtr 2,June,30,329618652.2,60,A Stork's Journey
149600000,US,"Family, Fantasy, Adventure, Comedy", English,2020,Qtr 4,October,14,516798553.6,62,A Babysitter's Guide to Monster Hunting
124400000,US,"Family, Fantasy, Adventure, Comedy", English,2020,Qtr 4,November,18,714197108.4,65,The Christmas Chronicles: Part Two
25000000,US,"Family, Fantasy, Adventure, Drama", English,1996,Qtr 3,July,26,36682170,53,The Adventures of Pinocchio
102800000,US,"Family, Fantasy, Animation", English,2013,Qtr 4,October,8,349670107.8,75,Monster High: 13 Wishes
3000000,US,"Family, Fantasy, Animation, Adventure, TV Movie", English,1977,Qtr 4,November,27,244878035.8,66,The Hobbit
105800000,US,"Family, Fantasy, Animation, Comedy", English,2017,Qtr 3,July,28,328287026.4,65,Hotel Transylvania: Puppy!
111000000,US,"Family, Fantasy, Animation, Comedy, Adventure", English,2017,Qtr 2,June,20,347509904,66,Puss in Book: Trapped in an Epic Tale
93600000,US,"Family, Fantasy, Comedy", English,2020,Qtr 4,December,4,551804687,69,Godmothered
147200000,US,"Family, Fantasy, Comedy, Adventure, Music, TV Movie", English,2022,Qtr 4,October,6,432006011.2,70,Monster High: The Movie
129000000,US,"Family, Fantasy, Comedy, Animation, Music", English,2000,Qtr 3,August,29,447742008.2,69,Alvin and the Chipmunks Meet the Wolfman
136940000,US,"Family, Fantasy, Music", English,2020,Qtr 4,November,6,472701127.2,67,Jingle Jangle: A Christmas Journey
27000000,US,"Family, Fantasy, Science Fiction, Animation", English,1994,Qtr 4,November,23,13670688,64,The Pagemaster
122800000,US,"Family, Fantasy, TV Movie", English,2011,Qtr 3,July,9,574573700.2,49,"A Fairly Odd Movie: Grow Up, Timmy Turner!"
126000000,US,"Family, Fantasy, TV Movie, Comedy", English,2010,Qtr 4,October,22,767609180.8,65,The Boy Who Cried Werewolf
26000000,US,"Family, Fantasy, TV Movie, Comedy", English,2018,Qtr 3,August,10,160822438,55,Freaky Friday
121000000,US,"Family, Music", English,2011,Qtr 2,April,19,631443810.4,61,Sharpay's Fabulous Adventure
142000000,US,"Family, Music, Comedy, Drama, TV Movie, Romance", English,2008,Qtr 2,June,20,426559612,64,Camp Rock
8000000,US,"Family, Music, TV Movie, Comedy", English,2013,Qtr 3,July,19,0,69,Teen Beach Movie
150200000,US,"Family, Romance", English,2007,Qtr 1,January,21,667039926,51,Love Wrecked
60000000,US,"Family, Romance, Comedy", English,2019,Qtr 4,November,12,0,73,Lady and the Tramp
89000000,US,"Family, Science Fiction, TV Movie", English,2014,Qtr 3,August,17,319022322.6,64,How to Build a Better Boy
148000000,US,"Family, TV Movie, Adventure, Comedy, Drama, Fantasy, Action", English,2009,Qtr 3,August,28,623873271,66,Wizards of Waverly Place: The Movie
116700000,US,"Family, TV Movie, Animation", English,2015,Qtr 4,November,22,661829506.2,67,The Lion Guard: Return of the Roar
119100000,US,"Family, TV Movie, Comedy, Drama", English,2009,Qtr 2,June,26,606874004.8,66,Princess Protection Program
15000000,US,"Family, TV Movie, Music, Adventure, Fantasy", English,2019,Qtr 3,August,2,199354366.4,78,Descendants 3
73400000,US,Fantasy, English,2015,Qtr 1,February,24,214524175.8,54,Dragonheart 3: The Sorcerer's Curse
89000000,US,"Fantasy, Action", English,2022,Qtr 2,June,16,518519804.4,69,The Princess
155400000,US,"Fantasy, Action, Adventure", English,2020,Qtr 1,February,4,294763505.4,69,Dragonheart: Vengeance
93800000,US,"Fantasy, Action, Horror", English,2007,Qtr 3,August,10,554994084.8,51,Skinwalkers
90000000,US,"Fantasy, Action, Thriller", English,2017,Qtr 4,December,22,0,62,Bright
18000000,US,"Fantasy, Adventure", English,1981,Qtr 2,June,26,6000000,65,Dragonslayer
119300000,US,"Fantasy, Adventure", English,2014,Qtr 2,May,13,898071082,45,Sleeping Beauty
97200000,US,"Fantasy, Adventure", English,2017,Qtr 2,June,13,195292918.8,62,Dragonheart: Battle for the Heartfire
122000000,US,"Fantasy, Adventure, Comedy, TV Movie", English,2015,Qtr 4,October,9,798902641.4,68,Invisible Sister
40500000,US,"Fantasy, Adventure, Family", English,2022,Qtr 1,January,21,2182492,72,The King's Daughter
145400000,US,"Fantasy, Animation", English,2012,Qtr 1,February,12,452617670.6,79,Monster High: Why Do Ghouls Fall in Love?
75500000,US,"Fantasy, Animation, Action, Comedy, Family", English,2011,Qtr 4,November,15,469463342,66,Book of Dragons
129600000,US,"Fantasy, Animation, Action, Thriller, Family", English,2010,Qtr 4,November,24,635714642,75,Firebreather
169000000,US,"Fantasy, Animation, Comedy, Family, Mystery, Adventure", English,2006,Qtr 3,September,19,833102553,76,Scooby-Doo! Pirates Ahoy!
124200000,US,"Fantasy, Animation, Drama, Comedy, Science Fiction, Family", English,2010,Qtr 4,December,7,343979776,58,Donkey's Christmas Shrektacular
23000000,US,"Fantasy, Animation, Science Fiction, Family", English,1994,Qtr 4,October,7,71368,51,A Troll in Central Park
10400000,US,"Fantasy, Comedy", English,1991,Qtr 2,May,10,15545943,60,Switch
139500000,US,"Fantasy, Comedy", English,2017,Qtr 3,July,27,875460451.2,45,Sleeping Beauties
176800000,US,"Fantasy, Comedy, Drama", English,2014,Qtr 3,September,11,744477889,58,The Cobbler
28000000,US,"Fantasy, Comedy, Family", English,1993,Qtr 3,July,16,45147989,71,Hocus Pocus
30000000,US,"Fantasy, Comedy, Family", English,2016,Qtr 3,August,5,57814445,57,Nine Lives
8325817.8,US,"Fantasy, Comedy, Family, Adventure", English,1980,Qtr 2,June,25,18000000,53,Herbie Goes Bananas
100000000,US,"Fantasy, Comedy, Family, Adventure", English,2005,Qtr 1,February,18,59918422,41,Son of the Mask
28808000,US,"Fantasy, Comedy, Romance", English,1993,Qtr 3,August,13,16589540,70,Heart and Souls
13000000,US,"Fantasy, Comedy, Science Fiction, Romance", English,1991,Qtr 2,May,17,3752426,59,Mannequin Two: On the Move
16000000,US,"Fantasy, Drama", English,2010,Qtr 3,September,24,1467278,74,Enter the Void
92600000,US,"Fantasy, Drama", English,2013,Qtr 4,October,1,428471214.2,73,The Book of Daniel
2300000,US,"Fantasy, Drama", English,2015,Qtr 1,March,20,14628921,66,Do You Believe?
107000000,US,"Fantasy, Drama", Japanese,1990,Qtr 2,May,11,620494472.2,77,Dreams
137800000,US,"Fantasy, Drama, Comedy, Science Fiction", English,2003,Qtr 3,July,13,627815705,56,Shortcut to Happiness
72400000,US,"Fantasy, Drama, Family", English,2010,Qtr 2,June,25,574309570.2,63,16 Wishes
532673,US,"Fantasy, Drama, Romance", English,2004,Qtr 1,January,23,3000000,70,If Only
119600000,US,"Fantasy, Family, Horror", English,2021,Qtr 3,September,15,400881081,63,Nightbooks
90200000,US,"Fantasy, Family, Horror, Adventure", English,2022,Qtr 3,September,30,93434,67,Spirit Halloween: The Movie
3500000,US,"Fantasy, Horror", English,1988,Qtr 4,October,14,4385516,63,Pumpkinhead
26000000,US,"Fantasy, Horror", English,1997,Qtr 3,July,18,25798931.2,60,Snow White: A Tale of Terror
2500000,US,"Fantasy, Horror", English,1999,Qtr 1,March,12,10531010.8,54,Wishmaster 2: Evil Never Dies
71600000,US,"Fantasy, Horror", English,2006,Qtr 4,November,17,657398006,58,Wicked Little Things
3500000,US,"Fantasy, Horror", English,2017,Qtr 1,March,3,43462750.4,60,Don't Kill It
51220904,US,"Fantasy, Horror", English,2019,Qtr 3,September,21,34265,68,The Mortuary Collection
90800000,US,"Fantasy, Horror", English,2021,Qtr 1,March,26,603489929.2,61,Blood Moon
20000000,US,"Fantasy, Horror, Adventure, Action", English,2006,Qtr 3,September,8,38164784,55,The Covenant
3000000,US,"Fantasy, Horror, Science Fiction, Action", English,1993,Qtr 3,September,24,3902679,53,Warlock: The Armageddon
4800000,US,"Fantasy, Horror, Thriller", English,2001,Qtr 4,October,12,164909736.2,63,Dagon
121000000,US,"Fantasy, Horror, Thriller, Mystery", English,2022,Qtr 2,April,1,448337597.8,68,Beneath the Surface
4900000,US,"Fantasy, Romance", English,2018,Qtr 1,February,23,12826031,72,Every Day
37445000,US,"Fantasy, Romance, Horror, Comedy", English,2016,Qtr 4,November,11,228894,64,The Love Witch
